PID#,CHECK,NO#,STREET,ACCT#,TOTAL ASSESS,diff in value,Diff in assessment,TAXES,LAST YR,LAST YR TAXES,DIFF,%CHANGE,TAXES,AddressOne,AddressTwo
###,U33001000000,289,MITCHELL ROAD,T0091R,"692,600.00",0.37%,"187,200.00","$7,619.00","505,400.00","$11,291.00","-$3,672.00",-33%,DOWN,"289 Mitchell Road Cape Elizabeth, ME 04107","'289 Mitchell Road Cape Elizabeth, ME 04107',"
###,U31009D 000,374,MITCHELL ROAD,G0540R,"671,900.00",0.44%,"205,300.00","$7,116.00","466,600.00","$10,424.00","-$3,308.00",-32%,DOWN,"374 Mitchell Road Cape Elizabeth, ME 04107","'374 Mitchell Road Cape Elizabeth, ME 04107',"
###,U32010000000,298,MITCHELL ROAD,L0652R,"720,500.00",0.47%,"228,700.00","$7,651.00","491,800.00","$10,987.00","-$3,336.00",-30%,DOWN,"298 Mitchell Road Cape Elizabeth, ME 04107","'298 Mitchell Road Cape Elizabeth, ME 04107',"
267,U34002002000,161,MITCHELL ROAD,W0694R,"774,100.00",0.58%,"285,500.00","$8,240.00","488,600.00","$10,915.00","-$2,675.00",-25%,DOWN,"161 Mitchell Road Cape Elizabeth, ME 04107","'161 Mitchell Road Cape Elizabeth, ME 04107',"
102,U31011000000,402,MITCHELL ROAD,C2660R,"654,700.00",0.69%,"267,100.00","$6,927.00","387,600.00","$8,659.00","-$1,732.00",-20%,DOWN,"402 Mitchell Road Cape Elizabeth, ME 04107","'402 Mitchell Road Cape Elizabeth, ME 04107',"
###,U50005000000,394,MITCHELL ROAD,F0467R,"650,800.00",0.76%,"281,100.00","$6,884.00","369,700.00","$8,259.00","-$1,375.00",-17%,DOWN,"394 Mitchell Road Cape Elizabeth, ME 04107","'394 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30026000000,480,MITCHELL ROAD,B1615R,"591,600.00",0.77%,"256,500.00","$6,233.00","335,100.00","$7,486.00","-$1,254.00",-17%,DOWN,"480 Mitchell Road Cape Elizabeth, ME 04107","'480 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30036000000,440,MITCHELL ROAD,C1482R,"1,639,800.00",0.74%,"697,700.00","$17,763.00","942,100.00","$21,047.00","-$3,284.00",-16%,DOWN,"440 Mitchell Road Cape Elizabeth, ME 04107","'440 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30025000000,470,MITCHELL ROAD,C1064R,"610,500.00",0.81%,"274,000.00","$6,441.00","336,500.00","$7,517.00","-$1,077.00",-14%,DOWN,"470 Mitchell Road Cape Elizabeth, ME 04107","'470 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30023000000,430,MITCHELL ROAD,C0910R,"553,700.00",0.87%,"257,500.00","$5,750.00","296,200.00","$6,617.00",-$867.00,-13%,DOWN,"430 Mitchell Road Cape Elizabeth, ME 04107","'430 Mitchell Road Cape Elizabeth, ME 04107',"
###,U24044A 000,532,MITCHELL ROAD,W1641R,"669,500.00",0.85%,"308,100.00","$7,090.00","361,400.00","$8,074.00",-$984.00,-12%,DOWN,"532 Mitchell Road Cape Elizabeth, ME 04107","'532 Mitchell Road Cape Elizabeth, ME 04107',"
###,U33012A 000,281,MITCHELL ROAD,B0170R,"803,300.00",0.82%,"361,200.00","$8,836.00","442,100.00","$9,877.00","-$1,040.00",-11%,DOWN,"281 Mitchell Road Cape Elizabeth, ME 04107","'281 Mitchell Road Cape Elizabeth, ME 04107',"
321,U31009A 000,364,MITCHELL ROAD,G1080R,"513,100.00",0.93%,"247,300.00","$5,303.00","265,800.00","$5,938.00",-$635.00,-11%,DOWN,"364 Mitchell Road Cape Elizabeth, ME 04107","'364 Mitchell Road Cape Elizabeth, ME 04107',"
###,U32007001000,280,MITCHELL ROAD,S0618R,"1,071,300.00",0.83%,"484,300.00","$11,784.00","587,000.00","$13,114.00","-$1,329.00",-10%,DOWN,"280 Mitchell Road Cape Elizabeth, ME 04107","'280 Mitchell Road Cape Elizabeth, ME 04107',"
###,U32001C 000,349,MITCHELL ROAD,K0073R,"991,200.00",0.93%,"476,600.00","$10,628.00","514,600.00","$11,496.00",-$868.00,-8%,DOWN,"349 Mitchell Road Cape Elizabeth, ME 04107","'349 Mitchell Road Cape Elizabeth, ME 04107',"
###,U31005001000,359,MITCHELL ROAD,H1476R,"616,000.00",0.97%,"303,600.00","$6,501.00","312,400.00","$6,979.00",-$478.00,-7%,ABOUT SAME,"359 Mitchell Road Cape Elizabeth, ME 04107","'359 Mitchell Road Cape Elizabeth, ME 04107',"
###,U31005C 000,371,MITCHELL ROAD,T1622R,"506,600.00",0.99%,"252,100.00","$5,298.00","254,500.00","$5,686.00",-$388.00,-7%,ABOUT SAME,"371 Mitchell Road Cape Elizabeth, ME 04107","'371 Mitchell Road Cape Elizabeth, ME 04107',"
597,U33052B 000,0,MITCHELL ROAD,B2700R,"29,400.00",0.88%,"13,800.00",$323.00,"15,600.00",$349.00,-$25.00,-7%,ABOUT SAME,"0 Mitchell Road Cape Elizabeth, ME 04107","'0 Mitchell Road Cape Elizabeth, ME 04107',"
###,U34002009000,159,MITCHELL ROAD,S2290R,"892,400.00",0.92%,"427,300.00","$9,816.00","465,100.00","$10,390.00",-$574.00,-6%,DOWN,"159 Mitchell Road Cape Elizabeth, ME 04107","'159 Mitchell Road Cape Elizabeth, ME 04107',"
###,U31013000000,388,MITCHELL ROAD,W0540R,"691,400.00",0.90%,"327,400.00","$7,605.00","364,000.00","$8,132.00",-$526.00,-6%,DOWN,"388 Mitchell Road Cape Elizabeth, ME 04107","'388 Mitchell Road Cape Elizabeth, ME 04107',"
271,U30027000000,490,MITCHELL ROAD,K0055R,"626,700.00",1.01%,"314,800.00","$6,619.00","311,900.00","$6,968.00",-$349.00,-5%,ABOUT SAME,"490 Mitchell Road Cape Elizabeth, ME 04107","'490 Mitchell Road Cape Elizabeth, ME 04107',"
###,U32014000000,324,MITCHELL ROAD,P2300R,"585,000.00",1.04%,"297,700.00","$6,094.00","287,300.00","$6,418.00",-$324.00,-5%,ABOUT SAME,"324 Mitchell Road Cape Elizabeth, ME 04107","'324 Mitchell Road Cape Elizabeth, ME 04107',"
852,U30010000000,453,MITCHELL ROAD,M2624R,"600,600.00",0.94%,"290,500.00","$6,607.00","310,100.00","$6,928.00",-$321.00,-5%,ABOUT SAME,"453 Mitchell Road Cape Elizabeth, ME 04107","'453 Mitchell Road Cape Elizabeth, ME 04107',"
###,U33018000000,259,MITCHELL ROAD,M2085R,"671,100.00",1.03%,"341,000.00","$7,107.00","330,100.00","$7,374.00",-$267.00,-4%,ABOUT SAME,"259 Mitchell Road Cape Elizabeth, ME 04107","'259 Mitchell Road Cape Elizabeth, ME 04107',"
###,U33058000000,252,MITCHELL ROAD,G0970R,"471,800.00",0.97%,"232,900.00","$5,190.00","238,900.00","$5,337.00",-$147.00,-3%,ABOUT SAME,"252 Mitchell Road Cape Elizabeth, ME 04107","'252 Mitchell Road Cape Elizabeth, ME 04107',"
###,U25033000000,520,MITCHELL ROAD,C2866R,"523,500.00",0.98%,"259,200.00","$5,759.00","264,300.00","$5,904.00",-$146.00,-2%,ABOUT SAME,"520 Mitchell Road Cape Elizabeth, ME 04107","'520 Mitchell Road Cape Elizabeth, ME 04107',"
292,U30006B 000,427,MITCHELL ROAD,S1350R,"703,800.00",1.10%,"368,400.00","$7,467.00","335,400.00","$7,493.00",-$26.00,0%,ABOUT SAME,"427 Mitchell Road Cape Elizabeth, ME 04107","'427 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30006C 000,415,MITCHELL ROAD,L1156R,"588,400.00",1.15%,"314,200.00","$6,197.00","274,200.00","$6,126.00",$72.00,1%,ABOUT SAME,"415 Mitchell Road Cape Elizabeth, ME 04107","'415 Mitchell Road Cape Elizabeth, ME 04107',"
856,U30013000000,435,MITCHELL ROAD,M2362R,"650,300.00",1.06%,"334,500.00","$7,153.00","315,800.00","$7,055.00",$98.00,1%,ABOUT SAME,"435 Mitchell Road Cape Elizabeth, ME 04107","'435 Mitchell Road Cape Elizabeth, ME 04107',"
59,U32006003000,293,MITCHELL ROAD,K0814R,"647,500.00",1.15%,"346,000.00","$6,848.00","301,500.00","$6,736.00",$112.00,2%,ABOUT SAME,"293 Mitchell Road Cape Elizabeth, ME 04107","'293 Mitchell Road Cape Elizabeth, ME 04107',"
200,U33059000000,256,MITCHELL ROAD,B2406R,"641,800.00",1.15%,"343,800.00","$6,785.00","298,000.00","$6,657.00",$127.00,2%,ABOUT SAME,"256 Mitchell Road Cape Elizabeth, ME 04107","'256 Mitchell Road Cape Elizabeth, ME 04107',"
###,U34001000000,205,MITCHELL ROAD,G0264R,"500,100.00",1.21%,"273,500.00","$5,226.00","226,600.00","$5,062.00",$164.00,3%,ABOUT SAME,"205 Mitchell Road Cape Elizabeth, ME 04107","'205 Mitchell Road Cape Elizabeth, ME 04107',"
###,U33052000000,222,MITCHELL ROAD,B2697R,"613,400.00",1.17%,"331,000.00","$6,472.00","282,400.00","$6,309.00",$164.00,3%,ABOUT SAME,"222 Mitchell Road Cape Elizabeth, ME 04107","'222 Mitchell Road Cape Elizabeth, ME 04107',"
###,U32005000000,313,MITCHELL ROAD,T0010R,"1,003,700.00",1.14%,"534,900.00","$10,766.00","468,800.00","$10,473.00",$293.00,3%,ABOUT SAME,"313 Mitchell Road Cape Elizabeth, ME 04107","'313 Mitchell Road Cape Elizabeth, ME 04107',"
###,U32001B 000,345,MITCHELL ROAD,C2141R,"806,400.00",1.19%,"438,900.00","$8,562.00","367,500.00","$8,210.00",$352.00,4%,ABOUT SAME,"345 Mitchell Road Cape Elizabeth, ME 04107","'345 Mitchell Road Cape Elizabeth, ME 04107',"
129,U33030000000,231,MITCHELL ROAD,T0171R,"489,500.00",1.27%,"273,400.00","$5,110.00","216,100.00","$4,828.00",$282.00,6%,ABOUT SAME,"231 Mitchell Road Cape Elizabeth, ME 04107","'231 Mitchell Road Cape Elizabeth, ME 04107',"
###,U31005A 000,355,MITCHELL ROAD,R0869R,"568,000.00",1.25%,"315,100.00","$5,973.00","252,900.00","$5,650.00",$323.00,6%,ABOUT SAME,"355 Mitchell Road Cape Elizabeth, ME 04107","'355 Mitchell Road Cape Elizabeth, ME 04107',"
###,U34021000000,174,MITCHELL ROAD,E0014R,"520,100.00",1.27%,"291,100.00","$5,446.00","229,000.00","$5,116.00",$330.00,6%,ABOUT SAME,"174 Mitchell Road Cape Elizabeth, ME 04107","'174 Mitchell Road Cape Elizabeth, ME 04107',"
###,U32006002000,299,MITCHELL ROAD,W1850R,"547,500.00",1.18%,"296,100.00","$6,023.00","251,400.00","$5,616.00",$406.00,7%,ABOUT SAME,"299 Mitchell Road Cape Elizabeth, ME 04107","'299 Mitchell Road Cape Elizabeth, ME 04107',"
612,U34018000000,142,MITCHELL ROAD,F0576R,"572,400.00",1.28%,"321,200.00","$6,021.00","251,200.00","$5,612.00",$410.00,7%,ABOUT SAME,"142 Mitchell Road Cape Elizabeth, ME 04107","'142 Mitchell Road Cape Elizabeth, ME 04107',"
###,U33036000000,223,MITCHELL ROAD,H0346R,"655,500.00",1.16%,"352,700.00","$7,211.00","302,800.00","$6,765.00",$446.00,7%,ABOUT SAME,"223 Mitchell Road Cape Elizabeth, ME 04107","'223 Mitchell Road Cape Elizabeth, ME 04107',"
###,U31009B 000,370,MITCHELL ROAD,J0330R,"659,700.00",1.17%,"355,500.00","$7,257.00","304,200.00","$6,796.00",$461.00,7%,ABOUT SAME,"370 Mitchell Road Cape Elizabeth, ME 04107","'370 Mitchell Road Cape Elizabeth, ME 04107',"
###,U25030000000,500,MITCHELL ROAD,S1531R,"687,400.00",1.26%,"382,900.00","$7,286.00","304,500.00","$6,803.00",$484.00,7%,ABOUT SAME,"500 Mitchell Road Cape Elizabeth, ME 04107","'500 Mitchell Road Cape Elizabeth, ME 04107',"
###,U34002A 000,171,MITCHELL ROAD,C1649R,"755,200.00",1.24%,"418,800.00","$8,032.00","336,400.00","$7,515.00",$517.00,7%,UP,"171 Mitchell Road Cape Elizabeth, ME 04107","'171 Mitchell Road Cape Elizabeth, ME 04107',"
###,U32007000000,274,MITCHELL ROAD,F0415R,"984,200.00",1.18%,"532,700.00","$10,826.00","451,500.00","$10,087.00",$740.00,7%,UP,"274 Mitchell Road Cape Elizabeth, ME 04107","'274 Mitchell Road Cape Elizabeth, ME 04107',"
###,U33053000000,244,MITCHELL ROAD,B1576R,"491,600.00",1.31%,"278,600.00","$5,133.00","213,000.00","$4,758.00",$374.00,8%,ABOUT SAME,"244 Mitchell Road Cape Elizabeth, ME 04107","'244 Mitchell Road Cape Elizabeth, ME 04107',"
###,U34022A 000,150,MITCHELL ROAD,B0430R,"503,600.00",1.33%,"287,800.00","$5,265.00","215,800.00","$4,821.00",$444.00,9%,ABOUT SAME,"150 Mitchell Road Cape Elizabeth, ME 04107","'150 Mitchell Road Cape Elizabeth, ME 04107',"
###,U24012000000,542,MITCHELL ROAD,L0870R,"531,300.00",1.32%,"302,000.00","$5,569.00","229,300.00","$5,123.00",$447.00,9%,ABOUT SAME,"542 Mitchell Road Cape Elizabeth, ME 04107","'542 Mitchell Road Cape Elizabeth, ME 04107',"
###,U32003000000,337,MITCHELL ROAD,W1650R,"563,800.00",1.32%,"321,000.00","$5,927.00","242,800.00","$5,424.00",$503.00,9%,UP,"337 Mitchell Road Cape Elizabeth, ME 04107","'337 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30014000000,431,MITCHELL ROAD,M0901R,"450,500.00",1.37%,"260,600.00","$4,681.00","189,900.00","$4,242.00",$438.00,10%,ABOUT SAME,"431 Mitchell Road Cape Elizabeth, ME 04107","'431 Mitchell Road Cape Elizabeth, ME 04107',"
###,U33014000000,269,MITCHELL ROAD,J0730R,"503,300.00",1.37%,"291,300.00","$5,195.00","212,000.00","$4,736.00",$459.00,10%,ABOUT SAME,"269 Mitchell Road Cape Elizabeth, ME 04107","'269 Mitchell Road Cape Elizabeth, ME 04107',"
###,U33050B 000,209,MITCHELL ROAD,W1785R,"577,800.00",1.34%,"330,900.00","$6,081.00","246,900.00","$5,516.00",$565.00,10%,UP,"209 Mitchell Road Cape Elizabeth, ME 04107","'209 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30003000000,485,MITCHELL ROAD,B0657R,"603,000.00",1.34%,"345,400.00","$6,358.00","257,600.00","$5,755.00",$603.00,10%,UP,"485 Mitchell Road Cape Elizabeth, ME 04107","'485 Mitchell Road Cape Elizabeth, ME 04107',"
411,U31005B 000,353,MITCHELL ROAD,M1943R,"563,000.00",1.25%,"313,300.00","$6,193.00","249,700.00","$5,578.00",$615.00,11%,UP,"353 Mitchell Road Cape Elizabeth, ME 04107","'353 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30018000000,412,MITCHELL ROAD,L0819R,"538,900.00",1.42%,"316,300.00","$5,587.00","222,600.00","$4,973.00",$614.00,12%,UP,"412 Mitchell Road Cape Elizabeth, ME 04107","'412 Mitchell Road Cape Elizabeth, ME 04107',"
###,U34022B 000,168,MITCHELL ROAD,B0745R,"558,500.00",1.41%,"326,500.00","$5,803.00","232,000.00","$5,183.00",$620.00,12%,UP,"168 Mitchell Road Cape Elizabeth, ME 04107","'168 Mitchell Road Cape Elizabeth, ME 04107',"
283,U33020000000,255,MITCHELL ROAD,M1470R,"624,900.00",1.36%,"360,500.00","$6,599.00","264,400.00","$5,907.00",$692.00,12%,UP,"255 Mitchell Road Cape Elizabeth, ME 04107","'255 Mitchell Road Cape Elizabeth, ME 04107',"
254,U32004A 000,325,MITCHELL ROAD,L0678R,"600,800.00",1.38%,"348,400.00","$6,334.00","252,400.00","$5,639.00",$695.00,12%,UP,"325 Mitchell Road Cape Elizabeth, ME 04107","'325 Mitchell Road Cape Elizabeth, ME 04107',"
###,U33029000000,243,MITCHELL ROAD,N0347R,"1,163,100.00",1.27%,"650,600.00","$12,794.00","512,500.00","$11,449.00","$1,345.00",12%,UP,"243 Mitchell Road Cape Elizabeth, ME 04107","'243 Mitchell Road Cape Elizabeth, ME 04107',"
###,U33061000000,266,MITCHELL ROAD,W1896R,"511,200.00",1.41%,"298,800.00","$5,348.00","212,400.00","$4,745.00",$603.00,13%,UP,"266 Mitchell Road Cape Elizabeth, ME 04107","'266 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30002000000,491,MITCHELL ROAD,G0601R,"560,500.00",1.41%,"327,600.00","$5,891.00","232,900.00","$5,203.00",$688.00,13%,UP,"491 Mitchell Road Cape Elizabeth, ME 04107","'491 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30006A 000,429,MITCHELL ROAD,H1466R,"570,000.00",1.43%,"335,100.00","$5,951.00","234,900.00","$5,248.00",$703.00,13%,UP,"429 Mitchell Road Cape Elizabeth, ME 04107","'429 Mitchell Road Cape Elizabeth, ME 04107',"
###,U31001000000,403,MITCHELL ROAD,A0410R,"739,200.00",1.40%,"430,900.00","$7,788.00","308,300.00","$6,887.00",$901.00,13%,UP,"403 Mitchell Road Cape Elizabeth, ME 04107","'403 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30008000000,457,MITCHELL ROAD,R1307R,"460,900.00",1.45%,"272,800.00","$4,795.00","188,100.00","$4,202.00",$593.00,14%,UP,"457 Mitchell Road Cape Elizabeth, ME 04107","'457 Mitchell Road Cape Elizabeth, ME 04107',"
###,U25029000000,501,MITCHELL ROAD,G0640R,"497,900.00",1.47%,"296,500.00","$5,136.00","201,400.00","$4,499.00",$637.00,14%,UP,"501 Mitchell Road Cape Elizabeth, ME 04107","'501 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30012000000,441,MITCHELL ROAD,S2905R,"554,800.00",1.42%,"325,500.00","$5,828.00","229,300.00","$5,123.00",$705.00,14%,UP,"441 Mitchell Road Cape Elizabeth, ME 04107","'441 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30015000000,423,MITCHELL ROAD,F0195R,"405,000.00",1.34%,"231,800.00","$4,455.00","173,200.00","$3,869.00",$586.00,15%,UP,"423 Mitchell Road Cape Elizabeth, ME 04107","'423 Mitchell Road Cape Elizabeth, ME 04107',"
###,U34022C 000,178,MITCHELL ROAD,L1162R,"563,700.00",1.44%,"332,800.00","$5,926.00","230,900.00","$5,158.00",$767.00,15%,UP,"178 Mitchell Road Cape Elizabeth, ME 04107","'178 Mitchell Road Cape Elizabeth, ME 04107',"
###,U31002000000,387,MITCHELL ROAD,M2585R,"561,500.00",1.33%,"320,600.00","$6,177.00","240,900.00","$5,382.00",$795.00,15%,UP,"387 Mitchell Road Cape Elizabeth, ME 04107","'387 Mitchell Road Cape Elizabeth, ME 04107',"
###,U34022D 000,182,MITCHELL ROAD,M1768R,"575,400.00",1.45%,"340,100.00","$6,054.00","235,300.00","$5,257.00",$798.00,15%,UP,"182 Mitchell Road Cape Elizabeth, ME 04107","'182 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30019000000,420,MITCHELL ROAD,W1020R,"635,000.00",1.34%,"363,800.00","$6,985.00","271,200.00","$6,059.00",$926.00,15%,UP,"420 Mitchell Road Cape Elizabeth, ME 04107","'420 Mitchell Road Cape Elizabeth, ME 04107',"
###,U34019000000,156,MITCHELL ROAD,S0206R,"582,700.00",1.49%,"348,300.00","$6,069.00","234,400.00","$5,236.00",$832.00,16%,UP,"156 Mitchell Road Cape Elizabeth, ME 04107","'156 Mitchell Road Cape Elizabeth, ME 04107',"
###,U31007000000,356,MITCHELL ROAD,K0385R,"513,600.00",1.49%,"307,600.00","$5,375.00","206,000.00","$4,602.00",$773.00,17%,UP,"356 Mitchell Road Cape Elizabeth, ME 04107","'356 Mitchell Road Cape Elizabeth, ME 04107',"
746,U25019A 000,505,MITCHELL ROAD,S2250R,"585,600.00",1.40%,"341,400.00","$6,442.00","244,200.00","$5,455.00",$986.00,18%,UP,"505 Mitchell Road Cape Elizabeth, ME 04107","'505 Mitchell Road Cape Elizabeth, ME 04107',"
###,U32011000000,304,MITCHELL ROAD,K0158R,"644,800.00",1.49%,"386,100.00","$6,818.00","258,700.00","$5,779.00","$1,038.00",18%,UP,"304 Mitchell Road Cape Elizabeth, ME 04107","'304 Mitchell Road Cape Elizabeth, ME 04107',"
###,U33010000000,285,MITCHELL ROAD,L1380R,"1,335,400.00",1.44%,"787,400.00","$14,414.00","548,000.00","$12,242.00","$2,172.00",18%,UP,"285 Mitchell Road Cape Elizabeth, ME 04107","'285 Mitchell Road Cape Elizabeth, ME 04107',"
###,U25026000000,533,MITCHELL ROAD,W1700R,"598,600.00",1.53%,"361,700.00","$6,310.00","236,900.00","$5,292.00","$1,017.00",19%,UP,"533 Mitchell Road Cape Elizabeth, ME 04107","'533 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30016000000,419,MITCHELL ROAD,R1626R,"478,300.00",1.43%,"281,500.00","$5,261.00","196,800.00","$4,397.00",$865.00,20%,UP,"419 Mitchell Road Cape Elizabeth, ME 04107","'419 Mitchell Road Cape Elizabeth, ME 04107',"
195,U30012A 000,449,MITCHELL ROAD,T0646R,"545,300.00",1.58%,"333,600.00","$5,723.00","211,700.00","$4,729.00",$994.00,21%,UP,"449 Mitchell Road Cape Elizabeth, ME 04107","'449 Mitchell Road Cape Elizabeth, ME 04107',"
985,U30022B 000,416,MITCHELL ROAD,O0170R,"697,100.00",1.54%,"423,100.00","$7,393.00","274,000.00","$6,121.00","$1,272.00",21%,UP,"416 Mitchell Road Cape Elizabeth, ME 04107","'416 Mitchell Road Cape Elizabeth, ME 04107',"
558,U30001000000,497,MITCHELL ROAD,C1230R,"520,400.00",1.61%,"321,300.00","$5,449.00","199,100.00","$4,448.00","$1,002.00",23%,UP,"497 Mitchell Road Cape Elizabeth, ME 04107","'497 Mitchell Road Cape Elizabeth, ME 04107',"
###,U34022E 000,160,MITCHELL ROAD,S2206R,"599,900.00",1.62%,"371,300.00","$6,324.00","228,600.00","$5,107.00","$1,217.00",24%,UP,"160 Mitchell Road Cape Elizabeth, ME 04107","'160 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30020000000,422,MITCHELL ROAD,F0405R,"506,200.00",1.69%,"317,900.00","$5,293.00","188,300.00","$4,207.00","$1,087.00",26%,UP,"422 Mitchell Road Cape Elizabeth, ME 04107","'422 Mitchell Road Cape Elizabeth, ME 04107',"
###,U32001A 000,331,MITCHELL ROAD,W0662R,"821,000.00",1.58%,"502,400.00","$9,031.00","318,600.00","$7,118.00","$1,913.00",27%,UP,"331 Mitchell Road Cape Elizabeth, ME 04107","'331 Mitchell Road Cape Elizabeth, ME 04107',"
630,U33012000000,279,MITCHELL ROAD,R1286R,"513,000.00",1.73%,"325,100.00","$5,368.00","187,900.00","$4,198.00","$1,170.00",28%,UP,"279 Mitchell Road Cape Elizabeth, ME 04107","'279 Mitchell Road Cape Elizabeth, ME 04107',"
###,U32002000000,341,MITCHELL ROAD,M2010R,"531,300.00",1.72%,"335,800.00","$5,569.00","195,500.00","$4,367.00","$1,202.00",28%,UP,"341 Mitchell Road Cape Elizabeth, ME 04107","'341 Mitchell Road Cape Elizabeth, ME 04107',"
###,U34003000000,145,MITCHELL ROAD,P2400R,"465,100.00",1.61%,"287,200.00","$5,116.00","177,900.00","$3,974.00","$1,142.00",29%,UP,"145 Mitchell Road Cape Elizabeth, ME 04107","'145 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30004000000,481,MITCHELL ROAD,B2787R,"514,700.00",1.79%,"330,100.00","$5,321.00","184,600.00","$4,124.00","$1,197.00",29%,UP,"481 Mitchell Road Cape Elizabeth, ME 04107","'481 Mitchell Road Cape Elizabeth, ME 04107',"
###,U31012000000,406,MITCHELL ROAD,S1620R,"576,900.00",1.74%,"366,000.00","$6,071.00","210,900.00","$4,712.00","$1,359.00",29%,UP,"406 Mitchell Road Cape Elizabeth, ME 04107","'406 Mitchell Road Cape Elizabeth, ME 04107',"
###,U32012000000,310,MITCHELL ROAD,W1887R,"952,100.00",1.73%,"603,800.00","$10,067.00","348,300.00","$7,781.00","$2,286.00",29%,UP,"310 Mitchell Road Cape Elizabeth, ME 04107","'310 Mitchell Road Cape Elizabeth, ME 04107',"
818,U33030A 000,0,MITCHELL ROAD,T0170R,"52,100.00",1.64%,"32,400.00",$573.00,"19,700.00",$440.00,$133.00,30%,ABOUT SAME,"0 Mitchell Road Cape Elizabeth, ME 04107","'0 Mitchell Road Cape Elizabeth, ME 04107',"
922,U25025A 000,539,MITCHELL ROAD,R0470R,"506,600.00",1.81%,"326,100.00","$5,232.00","180,500.00","$4,032.00","$1,199.00",30%,UP,"539 Mitchell Road Cape Elizabeth, ME 04107","'539 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30012B 000,445,MITCHELL ROAD,G0585R,"508,600.00",1.77%,"324,800.00","$5,320.00","183,800.00","$4,106.00","$1,214.00",30%,UP,"445 Mitchell Road Cape Elizabeth, ME 04107","'445 Mitchell Road Cape Elizabeth, ME 04107',"
###,U30017000000,411,MITCHELL ROAD,B2980R,"505,000.00",1.69%,"317,500.00","$5,555.00","187,500.00","$4,189.00","$1,366.00",33%,UP,"411 Mitchell Road Cape Elizabeth, ME 04107","'411 Mitchell Road Cape Elizabeth, ME 04107',"
906,U30021000000,426,MITCHELL ROAD,G0108R,"492,400.00",1.91%,"323,000.00","$5,075.00","169,400.00","$3,784.00","$1,291.00",34%,UP,"426 Mitchell Road Cape Elizabeth, ME 04107","'426 Mitchell Road Cape Elizabeth, ME 04107',"
###,U32008000000,290,MITCHELL ROAD,H0011R,"524,100.00",1.86%,"341,000.00","$5,490.00","183,100.00","$4,090.00","$1,400.00",34%,UP,"290 Mitchell Road Cape Elizabeth, ME 04107","'290 Mitchell Road Cape Elizabeth, ME 04107',"
###,U25028000000,515,MITCHELL ROAD,P2188R,"506,600.00",1.71%,"319,900.00","$5,573.00","186,700.00","$4,171.00","$1,402.00",34%,UP,"515 Mitchell Road Cape Elizabeth, ME 04107","'515 Mitchell Road Cape Elizabeth, ME 04107',"
###,U33011000000,283,MITCHELL ROAD,L1370R,"526,400.00",1.76%,"335,500.00","$5,790.00","190,900.00","$4,265.00","$1,526.00",36%,UP,"283 Mitchell Road Cape Elizabeth, ME 04107","'283 Mitchell Road Cape Elizabeth, ME 04107',"
367,U25027000000,529,MITCHELL ROAD,B0527R,"442,800.00",1.78%,"283,600.00","$4,871.00","159,200.00","$3,557.00","$1,314.00",37%,UP,"529 Mitchell Road Cape Elizabeth, ME 04107","'529 Mitchell Road Cape Elizabeth, ME 04107',"
232,U32009000000,294,MITCHELL ROAD,D0129R,"521,500.00",1.79%,"334,600.00","$5,737.00","186,900.00","$4,175.00","$1,561.00",37%,UP,"294 Mitchell Road Cape Elizabeth, ME 04107","'294 Mitchell Road Cape Elizabeth, ME 04107',"
