Address,Neighborhood,Value 23,Value 24,Tax 23,Tax 24
"31 Westminster Terrace Cape Elizabeth, ME 04107",U29,312600,608000,6983,6413
"31 Wildwood Drive Cape Elizabeth, ME 04107",U24,277900,647600,6208,7124
"32 Aster Lane Cape Elizabeth, ME 04107",U49,423900,891200,9470,9528
"32 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,309400,968600,6912,10655
"32 Belfield Road Cape Elizabeth, ME 04107",U30,486400,987200,10866,10518
"32 Bowery Beach Road Cape Elizabeth, ME 04107",U17,358800,758700,8016,8071
"32 Brentwood Road Cape Elizabeth, ME 04107",U35,260900,544600,5829,5716
"32 Broad Cove Road Cape Elizabeth, ME 04107",U36,423900,930100,9470,9956
"32 Cliff Avenue Cape Elizabeth, ME 04107",U01,384100,787400,8581,8617
"32 Columbus Road Cape Elizabeth, ME 04107",U32,247700,554300,5534,6097
"32 Concord Place Cape Elizabeth, ME 04107",U30,233900,370000,5225,4070
"32 Cross Hill Road Cape Elizabeth, ME 04107",U59,585600,1427200,13082,15424
"32 Farm Hill Road Cape Elizabeth, ME 04107",U21,203300,528900,4542,5477
"32 Forest Road Cape Elizabeth, ME 04107",U03,440800,934500,9847,10005
"32 Kettle Cove Road Cape Elizabeth, ME 04107",U16,221100,688100,4939,7569
"32 Lawson Road Cape Elizabeth, ME 04107",U08,596100,1339300,13317,14457
"32 Longfellow Drive Cape Elizabeth, ME 04107",U21,153900,464200,3438,4831
"32 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,371600,826300,8302,9089
"32 Mckenney Point Road Cape Elizabeth, ME 04107",U41,2011700,5667800,44941,62346
"32 Ocean House Road Cape Elizabeth, ME 04107",U29,353300,814700,7893,8962
"32 Olde Colony Lane Cape Elizabeth, ME 04107",U09,328700,740300,7343,7802
"32 Olde Fort Road Cape Elizabeth, ME 04107",U06,394500,850600,8813,9016
"32 Philip Road Cape Elizabeth, ME 04107",U22,230600,526800,5152,5520
"32 Pilot Point Road Cape Elizabeth, ME 04107",U12,455800,1182600,10183,12734
"32 Rams Head Road Cape Elizabeth, ME 04107",R09,1569900,4444700,35072,48892
"32 Reef Road Cape Elizabeth, ME 04107",U13,1930100,3787200,43118,41659
"32 Richmond Terrace Cape Elizabeth, ME 04107",U17,249400,832100,5572,9153
"32 Rock Crest Drive Cape Elizabeth, ME 04107",U57,711900,1410900,15904,15245
"32 Rocky Hill Road Cape Elizabeth, ME 04107",U04,321000,786100,7171,8647
"32 Salt Spray Lane Cape Elizabeth, ME 04107",U38,745800,2089200,16661,22981
"32 Shipwreck Cove Road Cape Elizabeth, ME 04107",R03,536400,1600800,11983,17208
"32 State Avenue Cape Elizabeth, ME 04107",U28,166100,490900,3711,5125
"32 Stone Drive Cape Elizabeth, ME 04107",U01,167300,675400,3737,7088
"32 Thrasher Road Cape Elizabeth, ME 04107",U32,229000,535500,5116,5616
"32 Valley Road Cape Elizabeth, ME 04107",U27,274000,584100,6121,6425
"32 Vernon Road Cape Elizabeth, ME 04107",U19,186600,524000,4169,5489
"32 Warren Avenue Cape Elizabeth, ME 04107",U01,259200,741400,5791,8155
"32 Westminster Terrace Cape Elizabeth, ME 04107",U29,384800,777900,8596,8557
"32 Wildwood Drive Cape Elizabeth, ME 04107",U24,232100,638100,5185,7019
"32 Wood Road Cape Elizabeth, ME 04107",U04,387900,997900,8666,10702
"32 Woodland Road Cape Elizabeth, ME 04107",U01,256900,728800,5739,8017
"33 Aster Lane Cape Elizabeth, ME 04107",U49,427700,872200,9555,9594
"33 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,304400,692400,6800,7341
"33 Belfield Road Cape Elizabeth, ME 04107",U30,370600,1053600,8279,11315
"33 Bowery Beach Road Cape Elizabeth, ME 04107",U17,306700,759400,6852,8012
"33 Broad Cove Road Cape Elizabeth, ME 04107",U36,344900,846600,7705,9038
"33 Campion Road Cape Elizabeth, ME 04107",U33,254400,523000,5683,5753
"33 Columbus Road Cape Elizabeth, ME 04107",U32,301300,674400,6731,7418
"33 Concord Place Cape Elizabeth, ME 04107",U30,269200,462700,6014,5090
"33 Cottage Farms Road Cape Elizabeth, ME 04107",U01,243700,778000,5444,8283
"33 Crescent View Ave Cape Elizabeth, ME 04107",U16,343100,699300,7665,7692
"33 Cross Hill Road Cape Elizabeth, ME 04107",U59,595100,1358400,13295,14942
"33 Farm Hill Road Cape Elizabeth, ME 04107",U21,192800,537600,4307,5639
"33 Littlejohn Road Cape Elizabeth, ME 04107",U06,461100,839700,10301,8962
"33 Longfellow Drive Cape Elizabeth, ME 04107",U21,188200,472300,4204,4920
"33 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,442100,880200,9877,9682
"33 Murray Drive Cape Elizabeth, ME 04107",U22,312100,560800,6972,5894
"33 Olde Colony Lane Cape Elizabeth, ME 04107",U09,350200,787000,7823,8382
"33 Park Circle Cape Elizabeth, ME 04107",U54,718300,1575500,16047,17331
"33 Philip Road Cape Elizabeth, ME 04107",U22,231400,555000,5169,5830
"33 Pilot Point Road Cape Elizabeth, ME 04107",U12,1022500,2405700,22843,26188
"33 Ramble Road Cape Elizabeth, ME 04107",U23,326200,562000,7287,5907
"33 Reef Road Cape Elizabeth, ME 04107",U13,376800,845700,8418,9303
"33 Rocky Hill Road Cape Elizabeth, ME 04107",U04,386000,803100,8623,8559
"33 Scott Dyer Road Cape Elizabeth, ME 04107",U22,272100,577100,6079,6007
"33 Starboard Drive Cape Elizabeth, ME 04107",U45,126400,310700,2824,3418
"33 Thrasher Road Cape Elizabeth, ME 04107",U32,273500,601200,6110,6338
"33 Trundy Road Cape Elizabeth, ME 04107",U12,355800,854200,7949,9121
"33 Valley Road Cape Elizabeth, ME 04107",U27,266200,650400,5947,6879
"33 Wells Road Cape Elizabeth, ME 04107",R05,1204500,1389800,26909,14947
"33 Wildwood Drive Cape Elizabeth, ME 04107",U24,241300,626400,5391,6615
"33 Wood Road Cape Elizabeth, ME 04107",U04,408600,937400,9128,10311
"33 Woodland Road Cape Elizabeth, ME 04107",U01,331600,802200,7408,8824
"34 Aster Lane Cape Elizabeth, ME 04107",U49,442000,879700,9874,9677
"34 Bowery Beach Road Cape Elizabeth, ME 04107",U17,420200,744600,9387,8191
"34 Broad Cove Road Cape Elizabeth, ME 04107",U36,552100,1061100,12334,11397
"34 Concord Place Cape Elizabeth, ME 04107",U30,232200,362200,5187,3984
"34 Cottage Farms Road Cape Elizabeth, ME 04107",U03,276400,810400,6175,8573
"34 Cranbrook Drive Cape Elizabeth, ME 04107",U30,497500,1262000,11114,13882
"34 Farm Hill Road Cape Elizabeth, ME 04107",U21,151300,500900,3380,5235
"34 Grover Road Cape Elizabeth, ME 04107",U20,591600,1370000,13216,15070
"34 Hunts Point Road Cape Elizabeth, ME 04107",U38,500900,1222900,11190,13177
"34 Longfellow Drive Cape Elizabeth, ME 04107",U21,227200,492600,5076,5144
"34 Manter Street Cape Elizabeth, ME 04107",U33,374100,744600,8357,7916
"34 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,363300,819200,8116,9011
"34 Mcauley Road Cape Elizabeth, ME 04107",U49,380700,683300,8505,7241
"34 Murray Drive Cape Elizabeth, ME 04107",U22,338900,654200,7571,6921
"34 Oakhurst Road Cape Elizabeth, ME 04107",U04,422800,1067100,9445,11463
"34 Ocean House Road Cape Elizabeth, ME 04107",U29,460600,1193200,10290,12994
"34 Olde Colony Lane Cape Elizabeth, ME 04107",U09,375300,789400,8384,8408
"34 Ramble Road Cape Elizabeth, ME 04107",U23,198100,532600,4426,5859
"34 Reef Road Cape Elizabeth, ME 04107",U13,1932200,4286600,43165,47153
"34 Rock Crest Drive Cape Elizabeth, ME 04107",U57,695400,1334400,15535,14403
"34 Shipwreck Cove Road Cape Elizabeth, ME 04107",R03,529100,1062500,11820,11688
"34 State Avenue Cape Elizabeth, ME 04107",U28,268800,628500,6005,6914
"34 Stone Drive Cape Elizabeth, ME 04107",U01,219500,756000,4904,8041
"34 Stonegate Road Cape Elizabeth, ME 04107",U50,811300,1439500,18124,15835
"34 Valley Road Cape Elizabeth, ME 04107",U27,234800,607800,5245,6411
"34 Wildwood Drive Cape Elizabeth, ME 04107",U24,267900,642600,5985,7069
"35 Alewife Cove Cape Elizabeth, ME 04107",R03,281700,583700,6293,6421
"35 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,147900,605500,3304,6386
"35 Brentwood Road Cape Elizabeth, ME 04107",U35,259800,560200,5804,6162
"35 Broad Cove Road Cape Elizabeth, ME 04107",U36,376300,912600,8407,9956
"35 Concord Place Cape Elizabeth, ME 04107",U30,252200,385300,5634,4238
"35 Crescent View Ave Cape Elizabeth, ME 04107",U16,357400,768000,7984,8448
"35 Eastman Road Cape Elizabeth, ME 04107",R04,213300,679100,4765,7195
"35 Farm Hill Road Cape Elizabeth, ME 04107",U21,182500,513600,4077,5300
"35 Hunts Point Road Cape Elizabeth, ME 04107",U38,349800,959800,7815,10181
"35 Lawson Road Cape Elizabeth, ME 04107",U08,821300,2520000,18348,27720
"35 Littlejohn Road Cape Elizabeth, ME 04107",U06,619800,999300,13846,10717
"35 Longfellow Drive Cape Elizabeth, ME 04107",U21,158300,451800,3536,4970
"35 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,350800,876900,7837,9371
"35 Mcauley Road Cape Elizabeth, ME 04107",U49,350600,643700,7832,6806
"35 Oakhurst Road Cape Elizabeth, ME 04107",U04,364600,944600,8145,10116
"35 Ocean House Road Cape Elizabeth, ME 04107",U28,590500,980900,13192,10790
"35 Park Circle Cape Elizabeth, ME 04107",U54,795300,1659100,17767,17865
"35 Reef Road Cape Elizabeth, ME 04107",U13,405500,860400,9059,9189
"35 Rock Crest Drive Cape Elizabeth, ME 04107",U57,719500,1463700,16074,15826
"35 Starboard Drive Cape Elizabeth, ME 04107",U45,124900,303300,2790,3061
"35 Stonegate Road Cape Elizabeth, ME 04107",U50,688800,1255100,15388,13806
"35 Trundy Road Cape Elizabeth, ME 04107",U12,258900,745300,5784,8198
"35 Valley Road Cape Elizabeth, ME 04107",U27,330000,691600,7372,7333
"35 Wildwood Drive Cape Elizabeth, ME 04107",U24,196000,607300,4379,6680
"36 Alewife Cove Cape Elizabeth, ME 04107",R03,10800,24300,241,267
"36 Boat Cove Road Cape Elizabeth, ME 04107",R02,2145700,3412600,47935,37539
"36 Brentwood Road Cape Elizabeth, ME 04107",U35,284500,581600,6356,6123
"36 Cliff Avenue Cape Elizabeth, ME 04107",U01,326900,1005100,7303,11056
"36 Columbus Road Cape Elizabeth, ME 04107",U32,340200,722500,7600,7948
"36 Concord Place Cape Elizabeth, ME 04107",U30,230400,401200,5147,4413
"36 Eastman Road Cape Elizabeth, ME 04107",R04,297000,602900,6635,6357
"36 Farm Hill Road Cape Elizabeth, ME 04107",U21,161200,458900,3601,4707
"36 Grover Road Cape Elizabeth, ME 04107",U20,553400,1176000,12362,12936
"36 Hannaford Cove Road Cape Elizabeth, ME 04107",U40,327000,897100,7305,9516
"36 Kettle Cove Road Cape Elizabeth, ME 04107",U16,826500,1721300,18464,18577
"36 Lawson Road Cape Elizabeth, ME 04107",U08,1038700,2349700,23205,25847
"36 Longfellow Drive Cape Elizabeth, ME 04107",U21,179200,470400,4003,4899
"36 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,347800,828800,7770,8776
"36 Mckenney Point Road Cape Elizabeth, ME 04107",U41,1667500,2977000,37252,32747
"36 Murray Drive Cape Elizabeth, ME 04107",U22,272900,592700,6097,6245
"36 Rams Head Road Cape Elizabeth, ME 04107",R09,2142000,5434600,47852,59506
"36 Richmond Terrace Cape Elizabeth, ME 04107",U17,297500,701200,6646,7438
"36 Scott Dyer Road Cape Elizabeth, ME 04107",U21,363900,671200,8130,7108
"36 Shipwreck Cove Road Cape Elizabeth, ME 04107",R03,575000,1327700,12846,14330
"36 Stonegate Road Cape Elizabeth, ME 04107",U50,519800,902900,11612,9657
"36 Stonybrook Road Cape Elizabeth, ME 04107",U03,526100,1079900,11753,11604
"36 Surf Road Cape Elizabeth, ME 04107",U05,1498100,2765300,33468,30143
"36 Thrasher Road Cape Elizabeth, ME 04107",U32,195800,522900,4374,5477
"36 Trundy Road Cape Elizabeth, ME 04107",U12,597100,1038600,13339,11150
"36 Two Lights Road Cape Elizabeth, ME 04107",U37,404900,774100,9045,8240
"36 Wells Road Cape Elizabeth, ME 04107",R05,427000,729900,9539,7754
"36 Wildwood Drive Cape Elizabeth, ME 04107",U24,365600,650400,8168,6879
"36 Woodland Road Cape Elizabeth, ME 04107",U01,303000,790900,6769,8700
"37 Alewife Cove Cape Elizabeth, ME 04107",R03,364000,822700,8132,9050
"37 Aster Lane Cape Elizabeth, ME 04107",U49,353500,861300,7897,9199
"37 Bowery Beach Road Cape Elizabeth, ME 04107",U17,275800,713000,6161,7843
"37 Broad Cove Road Cape Elizabeth, ME 04107",U36,319600,801700,7140,8819
"37 Concord Place Cape Elizabeth, ME 04107",U30,201000,370400,4490,4074
"37 Cottage Farms Road Cape Elizabeth, ME 04107",U01,304600,874600,6805,9621
"37 Cranbrook Drive Cape Elizabeth, ME 04107",U30,567000,1426100,12667,15346
"37 Eastman Road Cape Elizabeth, ME 04107",R04,251400,596500,5616,6562
"37 Elephant Rock Road Cape Elizabeth, ME 04107",R02,2661800,6946000,59465,76406
"37 Forest Road Cape Elizabeth, ME 04107",U03,348600,765400,7788,8419
"37 Grover Road Cape Elizabeth, ME 04107",U20,846800,1801600,18918,19268
"37 Longfellow Drive Cape Elizabeth, ME 04107",U21,183700,469500,4104,5165
"37 Park Circle Cape Elizabeth, ME 04107",U54,663200,1442900,14816,15597
"37 Philip Road Cape Elizabeth, ME 04107",U22,229400,530100,5125,5831
"37 Ramble Road Cape Elizabeth, ME 04107",U23,258400,533700,5773,5871
"37 Scott Dyer Road Cape Elizabeth, ME 04107",U22,234800,575900,5245,6010
"37 Starboard Drive Cape Elizabeth, ME 04107",U45,142600,303300,3186,3061
"37 Stone Drive Cape Elizabeth, ME 04107",U01,339300,791700,7580,8709
"37 Stonegate Road Cape Elizabeth, ME 04107",U50,526600,1034300,11764,11102
"37 Stonybrook Road Cape Elizabeth, ME 04107",U03,407900,1097100,9112,11793
"37 Trundy Road Cape Elizabeth, ME 04107",U12,320000,874500,7149,9345
"37 Warren Avenue Cape Elizabeth, ME 04107",U01,268900,685000,6007,7535
"37 Wildwood Drive Cape Elizabeth, ME 04107",U24,294300,595000,6575,6270
"37 Woodland Road Cape Elizabeth, ME 04107",U01,254400,686200,5683,7548
"38 Alewife Cove Cape Elizabeth, ME 04107",R03,1084300,2640000,24223,28765
"38 Aster Lane Cape Elizabeth, ME 04107",U49,441000,896200,9852,9583
"38 Boat Cove Road Cape Elizabeth, ME 04107",R02,326600,925500,7296,10181
"38 Broad Cove Road Cape Elizabeth, ME 04107",R03,516300,1565100,11534,16875
"38 Concord Place Cape Elizabeth, ME 04107",U30,199800,358100,4464,3939
"38 Cottage Farms Road Cape Elizabeth, ME 04107",U03,257600,716700,5755,7884
"38 Cranbrook Drive Cape Elizabeth, ME 04107",U30,654000,1301300,14610,14314
"38 Cross Hill Road Cape Elizabeth, ME 04107",U59,663000,1351500,14811,14592
"38 Farm Hill Road Cape Elizabeth, ME 04107",U21,229100,522300,5118,5470
"38 Hunts Point Road Cape Elizabeth, ME 04107",U38,508300,1086700,11355,11954
"38 Kettle Cove Road Cape Elizabeth, ME 04107",U16,875900,1576800,19568,17345
"38 Killdeer Road Cape Elizabeth, ME 04107",U32,236900,561000,5292,5896
"38 Longfellow Drive Cape Elizabeth, ME 04107",U21,308100,585000,6883,6435
"38 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,371600,834900,8302,9184
"38 Ocean House Road Cape Elizabeth, ME 04107",U29,459400,1189800,10262,12538
"38 Ocean View Road Cape Elizabeth, ME 04107",U03,1095600,1913800,24476,20502
"38 Philip Road Cape Elizabeth, ME 04107",U22,258900,554200,5784,5821
"38 Reef Road Cape Elizabeth, ME 04107",U13,1921100,4522700,42917,49750
"38 Stone Drive Cape Elizabeth, ME 04107",U01,287400,826200,6421,8813
"38 Stonybrook Road Cape Elizabeth, ME 04107",U03,277300,802200,6195,8824
"38 Trundy Road Cape Elizabeth, ME 04107",U12,147500,40400,3295,444
"38 Wildwood Drive Cape Elizabeth, ME 04107",U24,315400,651600,7046,6893
"38 Woodland Road Cape Elizabeth, ME 04107",U01,224900,738700,5024,7851
"39 Aster Lane Cape Elizabeth, ME 04107",U49,451500,877800,10087,9381
"39 Boat Cove Road Cape Elizabeth, ME 04107",R02,2446700,3577300,54659,39350
"39 Bowery Beach Road Cape Elizabeth, ME 04107",U17,212500,624300,4747,6592
"39 Brentwood Road Cape Elizabeth, ME 04107",U35,260500,501700,5820,5519
"39 Broad Cove Road Cape Elizabeth, ME 04107",U36,331400,977800,7403,10481
"39 Columbus Road Cape Elizabeth, ME 04107",U32,282000,623400,6300,6857
"39 Cottage Farms Road Cape Elizabeth, ME 04107",U01,244500,725000,5462,7700
"39 Eastman Road Cape Elizabeth, ME 04107",R04,491000,789000,10969,8679
"39 Farm Hill Road Cape Elizabeth, ME 04107",U21,174700,475200,3903,4952
"39 Forest Road Cape Elizabeth, ME 04107",U03,338900,780800,7571,8314
"39 Hunts Point Road Cape Elizabeth, ME 04107",U38,467100,1155500,10435,12436
"39 Longfellow Drive Cape Elizabeth, ME 04107",U21,255200,567500,5701,5968
"39 Mcauley Road Cape Elizabeth, ME 04107",U49,380600,791700,8503,8709
"39 Ocean House Road Cape Elizabeth, ME 04107",U28,536400,1565800,11984,16674
"39 Old Mill Road Cape Elizabeth, ME 04107",R02,4447200,8589600,99350,93936
"39 Resolution Place Cape Elizabeth, ME 04107",U30,208700,378000,4662,3883
"39 Starboard Drive Cape Elizabeth, ME 04107",U45,121900,307700,2723,3385
"39 Stonegate Road Cape Elizabeth, ME 04107",U50,805500,1451300,17995,15689
"39 Thrasher Road Cape Elizabeth, ME 04107",U32,303500,596700,6780,6564
"39 Trundy Road Cape Elizabeth, ME 04107",U12,381300,1133600,8518,12470
"39 Wells Road Cape Elizabeth, ME 04107",R05,268000,564800,5987,5869
"39 Wildwood Drive Cape Elizabeth, ME 04107",U24,299200,630200,6684,6657
"40 Alewife Cove Cape Elizabeth, ME 04107",R03,426800,1267500,9535,13668
"40 Aster Lane Cape Elizabeth, ME 04107",U32,428000,865600,9562,9247
"40 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,528700,1190400,11811,12819
"40 Belfield Road Cape Elizabeth, ME 04107",U30,506800,1017200,11322,10914
"40 Boat Cove Road Cape Elizabeth, ME 04107",R02,2175700,3284000,48605,36124
"40 Brentwood Road Cape Elizabeth, ME 04107",U35,312200,638400,6975,7022
"40 Broad Cove Road Cape Elizabeth, ME 04107",U36,476800,1364900,10652,14739
"40 Cross Hill Road Cape Elizabeth, ME 04107",U59,576300,1219400,12875,13413
"40 Farm Hill Road Cape Elizabeth, ME 04107",U21,163600,445400,3655,4558
"40 Longfellow Drive Cape Elizabeth, ME 04107",U21,167900,470700,3751,5178
"40 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,363300,825400,8116,9079
"40 Resolution Place Cape Elizabeth, ME 04107",U30,229400,390600,5125,4297
"40 Stone Drive Cape Elizabeth, ME 04107",U01,339000,847100,7573,9043
"40 Stonybrook Road Cape Elizabeth, ME 04107",U03,433000,848800,9673,9337
"40 Surf Road Cape Elizabeth, ME 04107",U05,1416900,4417800,31654,48596
"40 Trundy Road Cape Elizabeth, ME 04107",U12,309600,801700,6916,8544
"40 Warren Avenue Cape Elizabeth, ME 04107",U01,264100,918900,5900,9833
"40 Wildwood Drive Cape Elizabeth, ME 04107",U24,264100,550600,5900,5782
"40 Wood Road Cape Elizabeth, ME 04107",U04,403800,1061400,9021,11400
"40 Zeb Cove Road Cape Elizabeth, ME 04107",R02,1886600,3101400,42147,34115
"41 Alewife Cove Cape Elizabeth, ME 04107",R03,365900,923500,8174,10159
"41 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,267900,700100,5985,7701
"41 Belfield Road Cape Elizabeth, ME 04107",U30,560400,1127600,12519,12294
"41 Broad Cove Road Cape Elizabeth, ME 04107",U36,370500,1024700,8277,10997
"41 Cross Hill Road Cape Elizabeth, ME 04107",U59,677900,1447500,15144,15923
"41 Farm Hill Road Cape Elizabeth, ME 04107",U21,158800,443600,3548,4605
"41 Hannaford Cove Road Cape Elizabeth, ME 04107",U14,1097000,1993000,24506,21924
"41 Longfellow Drive Cape Elizabeth, ME 04107",U21,176900,461300,3952,4799
"41 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,371600,954100,8302,10220
"41 Oakhurst Road Cape Elizabeth, ME 04107",U04,460800,1006900,10294,10801
"41 Ocean House Road Cape Elizabeth, ME 04107",U28,470400,1328000,10508,14058
"41 Old Mill Road Cape Elizabeth, ME 04107",R02,4823000,6770400,107746,74474
"41 Resolution Place Cape Elizabeth, ME 04107",U30,232400,374800,5192,4123
"41 Scott Dyer Road Cape Elizabeth, ME 04107",U22,244700,576800,5467,6070
"41 Starboard Drive Cape Elizabeth, ME 04107",U45,165200,334600,3691,3681
"41 Stonegate Road Cape Elizabeth, ME 04107",U50,159700,449800,3568,4948
"41 Stonybrook Road Cape Elizabeth, ME 04107",U03,403800,927600,9021,9929
"41 Trundy Road Cape Elizabeth, ME 04107",U12,300200,776300,6706,8198
"41 Warren Avenue Cape Elizabeth, ME 04107",U01,238000,815000,5317,8679
"41 Wildwood Drive Cape Elizabeth, ME 04107",U24,228400,561200,5102,5898
"41 Woodland Road Cape Elizabeth, ME 04107",U01,422000,1090300,9427,11993
"42 Cliff Avenue Cape Elizabeth, ME 04107",U01,550000,1549700,12287,16772
"42 Columbus Road Cape Elizabeth, ME 04107",U32,220300,530400,4922,5834
"42 Cross Hill Road Cape Elizabeth, ME 04107",U59,573700,1513400,12816,16647
"42 Eastman Road Cape Elizabeth, ME 04107",R04,270300,765900,6039,8425
"42 Hunts Point Road Cape Elizabeth, ME 04107",U38,419600,1033500,9374,11094
